0,63.72657 N,7.87579 E,2020-04-30,07:03,210.1°,11.3 kn
0,63.64253 N,7.75775 E,2020-04-30,07:35,212.6°,11.5 kn
0,63.63933 N,7.75332 E,2020-04-30,07:36,211.3°,11.5 kn
1,63.63933 N,7.75332 E,2020-04-30,07:36,211.3°,11.5 kn
0,63.63655 N,7.74947 E,2020-04-30,07:37,210.5°,11.6 kn
1,63.59214 N,7.69497 E,2020-04-30,07:52,209.2°,11.9 kn
